overlap_analyzed,scientific_name,TP,FP,FN,precision,sensitivity,f1_score,accuracy,total_detections,total_manual,false_positive_rate,false_negative_rate
1,acrocephalus arundinaceus,117,474,109,0.19796954314720813,0.5176991150442478,0.2864137086903305,0.16714285714285715,591,226,0.8020304568527918,0.4823008849557522
1,acrocephalus palustris,6,41,8,0.1276595744680851,0.42857142857142855,0.1967213114754098,0.10909090909090909,47,14,0.8723404255319149,0.5714285714285714
1,acrocephalus schoenobaenus,170,2201,11,0.07169970476592155,0.9392265193370166,0.13322884012539182,0.07136859781696053,2371,181,0.9283002952340784,0.06077348066298342
1,acrocephalus scirpaceus,362,1415,32,0.20371412492965674,0.9187817258883249,0.3334868724090281,0.20011055831951355,1777,394,0.7962858750703433,0.08121827411167512
1,aegithalos caudatus,10,18,9,0.35714285714285715,0.5263157894736842,0.425531914893617,0.2702702702702703,28,19,0.6428571428571429,0.47368421052631576
1,alauda arvensis,21,348,2,0.056910569105691054,0.9130434782608695,0.10714285714285715,0.05660377358490566,369,23,0.943089430894309,0.08695652173913043
1,anas platyrhynchos,135,455,18,0.2288135593220339,0.8823529411764706,0.3633916554508748,0.22203947368421054,590,153,0.7711864406779662,0.11764705882352941
1,anser serrirostris,4,2,0,0.6666666666666666,1,0.8,0.6666666666666666,6,4,0.3333333333333333,0
1,anthus trivialis,0,167,1,0,0,NA,0,167,1,1,1
1,ardea cinerea,5,44,4,0.10204081632653061,0.5555555555555556,0.1724137931034483,0.09433962264150944,49,9,0.8979591836734694,0.4444444444444444
1,botaurus stellaris,6,201,0,0.028985507246376812,1,0.05633802816901409,0.028985507246376812,207,6,0.9710144927536232,0
1,buteo buteo,11,10,3,0.5238095238095238,0.7857142857142857,0.6285714285714286,0.4583333333333333,21,14,0.47619047619047616,0.21428571428571427
1,caprimulgus europaeus,8,127,0,0.05925925925925926,1,0.11188811188811189,0.05925925925925926,135,8,0.9407407407407408,0
1,carduelis carduelis,2,19,0,0.09523809523809523,1,0.17391304347826084,0.09523809523809523,21,2,0.9047619047619048,0
1,carpodacus erythrinus,72,1497,10,0.045889101338432124,0.8780487804878049,0.08721986674742581,0.045598480050664976,1569,82,0.9541108986615678,0.12195121951219512
1,certhia familiaris,62,187,21,0.24899598393574296,0.7469879518072289,0.37349397590361444,0.22962962962962963,249,83,0.751004016064257,0.25301204819277107
1,chroicocephalus ridibundus,3,115,3,0.025423728813559324,0.5,0.04838709677419355,0.024793388429752067,118,6,0.9745762711864406,0.5
1,corvus corax,15,15,12,0.5,0.5555555555555556,0.5263157894736842,0.35714285714285715,30,27,0.5,0.4444444444444444
1,corvus cornix,30,155,130,0.16216216216216217,0.1875,0.17391304347826086,0.09523809523809523,185,160,0.8378378378378378,0.8125
1,corvus frugilegus,22,68,21,0.24444444444444444,0.5116279069767442,0.3308270676691729,0.1981981981981982,90,43,0.7555555555555555,0.4883720930232558
1,curruca communis,2,69,0,0.028169014084507043,1,0.05479452054794521,0.028169014084507043,71,2,0.971830985915493,0
1,cyanistes caeruleus,86,291,85,0.22811671087533156,0.5029239766081871,0.31386861313868614,0.18614718614718614,377,171,0.7718832891246684,0.49707602339181284
1,cygnus cygnus,1,20,0,0.047619047619047616,1,0.0909090909090909,0.047619047619047616,21,1,0.9523809523809523,0
1,dendrocopos major,5,57,2,0.08064516129032258,0.7142857142857143,0.14492753623188404,0.078125,62,7,0.9193548387096774,0.2857142857142857
1,dryobates minor,5,4516,9,0.0011059500110595002,0.35714285714285715,0.002205071664829107,0.0011037527593818985,4521,14,0.9988940499889405,0.6428571428571429
1,dryocopus martius,10,146,2,0.0641025641025641,0.8333333333333334,0.11904761904761904,0.06329113924050633,156,12,0.9358974358974359,0.16666666666666666
1,emberiza citrinella,17,115,27,0.12878787878787878,0.38636363636363635,0.19318181818181818,0.1069182389937107,132,44,0.8712121212121212,0.6136363636363636
