overlap_analyzed,scientific_name,TP,FP,FN,precision,sensitivity,f1_score,accuracy,total_detections,total_manual,false_positive_rate,false_negative_rate
1,turdus merula,163,650,316,0.2004920049200492,0.34029227557411273,0.2523219814241486,0.14437555358724535,813,479,0.7995079950799509,0.6597077244258872
1,turdus philomelos,19,106,1,0.152,0.95,0.2620689655172414,0.15079365079365079,125,20,0.848,0.05
1,turdus viscivorus,32,205,15,0.1350210970464135,0.6808510638297872,0.22535211267605632,0.12698412698412698,237,47,0.8649789029535865,0.3191489361702128
1,zapornia pusilla,1,892,0,0.0011198208286674132,1,0.0022371364653243847,0.0011198208286674132,893,1,0.9988801791713325,0
1.5,accipiter gentilis,1,38,0,0.02564102564102564,1,0.05,0.02564102564102564,39,1,0.9743589743589743,0
1.5,acrocephalus arundinaceus,144,638,109,0.18414322250639387,0.5691699604743083,0.2782608695652174,0.16161616161616163,782,253,0.8158567774936062,0.4308300395256917
1.5,acrocephalus palustris,6,66,8,0.08333333333333333,0.42857142857142855,0.13953488372093023,0.075,72,14,0.9166666666666666,0.5714285714285714
1.5,acrocephalus schoenobaenus,219,2916,11,0.06985645933014355,0.9521739130434783,0.13016344725111442,0.06961220597584233,3135,230,0.9301435406698565,0.04782608695652174
1.5,acrocephalus scirpaceus,456,1891,33,0.19429058372390284,0.9325153374233128,0.3215796897038082,0.1915966386554622,2347,489,0.8057094162760972,0.06748466257668712
1.5,aegithalos caudatus,10,24,10,0.29411764705882354,0.5,0.37037037037037035,0.22727272727272727,34,20,0.7058823529411765,0.5
1.5,alauda arvensis,27,526,3,0.048824593128390596,0.9,0.09262435677530016,0.048561151079136694,553,30,0.9511754068716094,0.1
1.5,anas platyrhynchos,169,569,19,0.22899728997289973,0.898936170212766,0.3650107991360691,0.22324966974900926,738,188,0.7710027100271003,0.10106382978723404
1.5,anser serrirostris,5,1,0,0.8333333333333334,1,0.9090909090909091,0.8333333333333334,6,5,0.16666666666666666,0
1.5,anthus trivialis,0,224,1,0,0,NA,0,224,1,1,1
1.5,ardea cinerea,4,68,5,0.05555555555555555,0.4444444444444444,0.09876543209876543,0.05194805194805195,72,9,0.9444444444444444,0.5555555555555556
1.5,botaurus stellaris,8,288,0,0.02702702702702703,1,0.052631578947368425,0.02702702702702703,296,8,0.972972972972973,0
1.5,buteo buteo,13,15,4,0.4642857142857143,0.7647058823529411,0.5777777777777777,0.40625,28,17,0.5357142857142857,0.23529411764705882
1.5,caprimulgus europaeus,11,177,0,0.05851063829787234,1,0.11055276381909547,0.05851063829787234,188,11,0.9414893617021277,0
1.5,carduelis carduelis,2,37,0,0.05128205128205128,1,0.09756097560975609,0.05128205128205128,39,2,0.9487179487179487,0
1.5,carpodacus erythrinus,92,1934,8,0.045409674234945706,0.92,0.0865475070555033,0.04523107177974434,2026,100,0.9545903257650543,0.08
1.5,certhia familiaris,76,238,23,0.24203821656050956,0.7676767676767676,0.3680387409200968,0.22551928783382788,314,99,0.7579617834394905,0.23232323232323232
1.5,chroicocephalus ridibundus,5,152,2,0.03184713375796178,0.7142857142857143,0.06097560975609756,0.031446540880503145,157,7,0.9681528662420382,0.2857142857142857
1.5,corvus corax,17,16,14,0.5151515151515151,0.5483870967741935,0.53125,0.3617021276595745,33,31,0.48484848484848486,0.45161290322580644
1.5,corvus cornix,44,203,128,0.17813765182186234,0.2558139534883721,0.21002386634844866,0.11733333333333333,247,172,0.8218623481781376,0.7441860465116279
1.5,corvus frugilegus,29,96,19,0.232,0.6041666666666666,0.3352601156069364,0.2013888888888889,125,48,0.768,0.3958333333333333
1.5,curruca communis,3,94,0,0.030927835051546393,1,0.06000000000000001,0.030927835051546393,97,3,0.9690721649484536,0
1.5,cyanistes caeruleus,121,395,72,0.23449612403100775,0.6269430051813472,0.3413258110014104,0.20578231292517007,516,193,0.7655038759689923,0.37305699481865284
1.5,cygnus cygnus,2,35,0,0.05405405405405406,1,0.10256410256410257,0.05405405405405406,37,2,0.9459459459459459,0
1.5,dendrocopos major,8,74,2,0.0975609756097561,0.8,0.1739130434782609,0.09523809523809523,82,10,0.9024390243902439,0.2
1.5,dryobates minor,4,6087,11,6.567066163191594e-4,0.26666666666666666,0.0013101867016049786,6.555227794165847e-4,6091,15,0.9993432933836809,0.7333333333333333
1.5,dryocopus martius,12,213,2,0.05333333333333334,0.8571428571428571,0.100418410041841,0.05286343612334802,225,14,0.9466666666666667,0.14285714285714285
1.5,emberiza citrinella,23,175,26,0.11616161616161616,0.46938775510204084,0.18623481781376516,0.10267857142857142,198,49,0.8838383838383839,0.5306122448979592
1.5,emberiza schoeniclus,1517,8113,416,0.15752855659397716,0.784790481117434,0.26238865346363405,0.1510053752737408,9630,1933,0.8424714434060229,0.21520951888256595
1.5,erithacus rubecula,27,139,8,0.16265060240963855,0.7714285714285715,0.26865671641791045,0.15517241379310345,166,35,0.8373493975903614,0.22857142857142856
1.5,fringilla coelebs,37,266,281,0.12211221122112212,0.11635220125786164,0.11916264090177134,0.06335616438356165,303,318,0.8778877887788779,0.8836477987421384
1.5,fulica atra,159,389,70,0.29014598540145986,0.6943231441048034,0.4092664092664092,0.25728155339805825,548,229,0.7098540145985401,0.3056768558951965
1.5,galerida cristata,0,25,2,0,0,NA,0,25,2,1,1
1.5,grus grus,31,124,22,0.2,0.5849056603773585,0.2980769230769231,0.1751412429378531,155,53,0.8,0.41509433962264153
1.5,hippolais icterina,6,46,1,0.11538461538461539,0.8571428571428571,0.20338983050847456,0.11320754716981132,52,7,0.8846153846153846,0.14285714285714285
1.5,hirundo rustica,8,67,7,0.10666666666666667,0.5333333333333333,0.17777777777777778,0.0975609756097561,75,15,0.8933333333333333,0.4666666666666667
1.5,larus argentatus,14,176,29,0.07368421052631578,0.32558139534883723,0.12017167381974247,0.0639269406392694,190,43,0.9263157894736842,0.6744186046511628
1.5,locustella luscinioides,94,1667,12,0.05337876206700738,0.8867924528301887,0.10069630423138724,0.05301748448956571,1761,106,0.9466212379329926,0.11320754716981132
1.5,luscinia luscinia,44,561,0,0.07272727272727272,1,0.13559322033898305,0.07272727272727272,605,44,0.9272727272727272,0
1.5,mareca strepera,13,148,1,0.08074534161490683,0.9285714285714286,0.14857142857142855,0.08024691358024691,161,14,0.9192546583850931,0.07142857142857142
1.5,muscicapa striata,2,41,5,0.046511627906976744,0.2857142857142857,0.08,0.041666666666666664,43,7,0.9534883720930233,0.7142857142857143
1.5,numenius arquata,1,73,0,0.013513513513513514,1,0.026666666666666665,0.013513513513513514,74,1,0.9864864864864865,0
1.5,parus major,173,355,116,0.32765151515151514,0.5986159169550173,0.423500611995104,0.2686335403726708,528,289,0.6723484848484849,0.4013840830449827
1.5,passer montanus,2,10,0,0.16666666666666666,1,0.2857142857142857,0.16666666666666666,12,2,0.8333333333333334,0
1.5,periparus ater,7,145,2,0.046052631578947366,0.7777777777777778,0.08695652173913043,0.045454545454545456,152,9,0.9539473684210527,0.2222222222222222
1.5,phoenicurus phoenicurus,0,98,1,0,0,NA,0,98,1,1,1
1.5,phylloscopus collybita,218,462,104,0.3205882352941177,0.6770186335403726,0.435129740518962,0.2780612244897959,680,322,0.6794117647058824,0.32298136645962733
1.5,phylloscopus trochilus,7,109,12,0.0603448275862069,0.3684210526315789,0.1037037037037037,0.0546875,116,19,0.9396551724137931,0.631578947368421
1.5,pica pica,14,60,5,0.1891891891891892,0.7368421052631579,0.3010752688172043,0.17721518987341772,74,19,0.8108108108108109,0.2631578947368421
1.5,poecile montanus,10,39,11,0.20408163265306123,0.47619047619047616,0.2857142857142857,0.16666666666666666,49,21,0.7959183673469388,0.5238095238095238
1.5,poecile palustris,2,34,0,0.05555555555555555,1,0.10526315789473684,0.05555555555555555,36,2,0.9444444444444444,0
1.5,porzana porzana,3,3003,0,9.98003992015968e-4,1,0.0019940179461615153,9.98003992015968e-4,3006,3,0.999001996007984,0
1.5,prunella modularis,26,280,0,0.08496732026143791,1,0.1566265060240964,0.08496732026143791,306,26,0.9150326797385621,0
1.5,pyrrhula pyrrhula,5,73,18,0.0641025641025641,0.21739130434782608,0.09900990099009901,0.052083333333333336,78,23,0.9358974358974359,0.782608695652174
1.5,regulus ignicapilla,1,128,1,0.007751937984496124,0.5,0.015267175572519083,0.007692307692307693,129,2,0.9922480620155039,0.5
1.5,regulus regulus,44,312,19,0.12359550561797752,0.6984126984126984,0.2100238663484487,0.11733333333333333,356,63,0.8764044943820225,0.30158730158730157
1.5,scolopax rusticola,6,75,0,0.07407407407407407,1,0.13793103448275862,0.07407407407407407,81,6,0.9259259259259259,0
1.5,sitta europaea,7,43,1,0.14,0.875,0.24137931034482757,0.13725490196078433,50,8,0.86,0.125
1.5,spinus spinus,9,333,2,0.02631578947368421,0.8181818181818182,0.0509915014164306,0.02616279069767442,342,11,0.9736842105263158,0.18181818181818182
1.5,strix aluco,10,129,0,0.07194244604316546,1,0.1342281879194631,0.07194244604316546,139,10,0.9280575539568345,0
1.5,sylvia atricapilla,8,88,9,0.08333333333333333,0.47058823529411764,0.1415929203539823,0.0761904761904762,96,17,0.9166666666666666,0.5294117647058824
1.5,sylvia borin,10,166,2,0.056818181818181816,0.8333333333333334,0.10638297872340426,0.056179775280898875,176,12,0.9431818181818182,0.16666666666666666
1.5,tachybaptus ruficollis,2,6,5,0.25,0.2857142857142857,0.26666666666666666,0.15384615384615385,8,7,0.75,0.7142857142857143
1.5,tringa nebularia,4,44,0,0.08333333333333333,1,0.15384615384615385,0.08333333333333333,48,4,0.9166666666666666,0
1.5,troglodytes troglodytes,36,167,5,0.17733990147783252,0.8780487804878049,0.2950819672131147,0.17307692307692307,203,41,0.8226600985221675,0.12195121951219512
1.5,turdus merula,216,853,309,0.20205799812909261,0.4114285714285714,0.2710163111668758,0.1567489114658926,1069,525,0.7979420018709074,0.5885714285714285
1.5,turdus philomelos,21,128,0,0.14093959731543623,1,0.24705882352941178,0.14093959731543623,149,21,0.8590604026845637,0
1.5,turdus viscivorus,36,278,16,0.11464968152866242,0.6923076923076923,0.19672131147540983,0.10909090909090909,314,52,0.8853503184713376,0.3076923076923077
1.5,zapornia pusilla,2,1146,0,0.0017421602787456446,1,0.003478260869565217,0.0017421602787456446,1148,2,0.9982578397212544,0
